year;CO2 ppm;methane ppb;N2O ppb
-496577.0;;509.0;
-496154.0;232.8;;
-495823.0;;506.0;
-495820.0;;;264.0
-495416.0;236.5;;
-495066.0;;;266.0
-495060.0;;516.0;
-494658.0;236.4;;
-494322.0;;522.0;
-494311.0;;;244.0
-493903.0;237.6;;
-493563.0;;514.0;
-493135.0;238.5;;
-492788.0;;496.0;
-492774.0;;;254.0
-492361.0;238.3;;
-491993.0;;517.0;
-491557.0;239.1;;
-491212.0;;500.0;
-491205.0;;;260.0
-490788.0;239.7;;
-490438.0;;501.0;
-490009.0;243.7;;
-489656.0;;534.0;
-489650.0;;;266.0
-489241.0;246.7;;
-488880.0;;584.0;
-488877.0;;;274.0
-488495.0;243.3;;
-488165.0;;558.0;
-488162.0;;;268.0
-487772.0;242.6;;
-487525.0;249.3;;
-487434.0;;588.0;
-487046.0;252.8;;
-486739.0;240.9;;
-486706.0;;;274.0
-486693.0;;624.0;
-486318.0;242.0;;
-485983.0;;615.0;
-485980.0;;;265.0
-485591.0;237.1;;
-485270.0;;583.0;
-485254.0;;;261.0
-484866.0;231.3;;
-484505.0;;583.0;
-484093.0;232.9;;
-483767.0;;569.0;
-483760.0;;;254.0
-483326.0;233.0;;
-482970.0;;543.0;
-482962.0;;;261.0
-482515.0;231.2;;
-482156.0;;544.0;
-482147.0;;;257.0
-481699.0;231.4;;
-481327.0;;516.0;
-480853.0;231.4;;
-480458.0;;507.0;
-480453.0;;;257.0
-479982.0;227.3;;
-479602.0;;504.0;
-479572.0;;;255.0
-479085.0;223.4;;
-478687.0;;492.0;
-478664.0;;;243.0
-478158.0;223.8;;
-478135.0;;504.0;
-478130.0;;;256.0
-477760.0;;531.0;
-477194.0;218.8;;
-476771.0;220.8;;
-476752.0;;496.0;
-476732.0;;;232.0
-476174.0;231.3;;
-475769.0;236.5;;
-475725.0;;528.0;
-475721.0;;;242.0
-475212.0;239.1;;
-474822.0;;517.0;
-474798.0;;;262.0
-474290.0;236.6;;
-473834.0;;504.0;
-473268.0;232.8;;
-472782.0;;475.0;
-472774.0;;;255.0
-472212.0;233.1;;
-471724.0;;456.0;
-471713.0;;;239.0
-471152.0;241.2;;
-470676.0;;440.0;
-470670.0;;;241.0
-470145.0;245.6;;
-469813.0;243.9;;
-469662.0;;482.0;
-469096.0;243.7;;
-468647.0;232.7;;
-468583.0;;;264.0
-468523.0;;482.0;
-467991.0;229.2;;
-467520.0;218.7;;
-467473.0;;443.0;
-467456.0;;;248.0
-466860.0;215.5;;
-466430.0;;430.0;
-466373.0;206.5;;
-466340.0;;;230.0
-465727.0;;491.0;
-465652.0;205.5;;
-465584.0;;;212.0
-465120.0;;491.0;
-464315.0;203.4;;
-463719.0;;442.0;
-463656.0;;;219.0
-462916.0;204.4;;
-462321.0;;;239.0
-462300.0;;448.0;
-461506.0;208.1;;
-460897.0;;491.0;
-460891.0;;;237.0
-460183.0;210.0;;
-460145.0;;;245.0
-460140.0;;463.0;
-459737.0;205.2;;
-459597.0;;521.0;
-458842.0;199.9;;
-458790.0;;;244.0
-458767.0;;424.0;
-458210.0;;409.0;
-458204.0;;;232.0
-457480.0;194.4;;
-456941.0;;398.0;
-456847.0;;;211.0
-456099.0;190.7;;
-455474.0;;408.0;
-455458.0;;;218.0
-454641.0;195.5;;
-454061.0;;412.0;
-453329.0;202.4;;
-453293.0;;;237.0
-453290.0;;434.0;
-452758.0;;;256.0
-452736.0;;468.0;
-452073.0;208.3;;
-452029.0;;;282.0
-451942.0;;486.0;
-451564.0;203.3;;
-451514.0;;;261.0
-451474.0;;426.0;
-450845.0;204.3;;
-450333.0;199.1;;
-450258.0;;;236.0
-450249.0;;403.0;
-449643.0;192.5;;
-449151.0;;384.0;
-448505.0;193.3;;
-447962.0;;381.0;
-447950.0;;;195.0
-447294.0;198.4;;
-446740.0;;;212.0
-446738.0;;389.0;
-446153.0;201.9;;
-445664.0;;427.0;
-445658.0;;;242.0
-445034.0;204.9;;
-444987.0;;;266.0
-444981.0;;506.0;
-444629.0;;474.0;
-444620.0;;;264.0
-443879.0;201.2;;
-443812.0;;452.0;
-443808.0;;;234.0
-443339.0;;;233.0
-443273.0;;409.0;
-442700.0;201.7;;
-442634.0;;;232.0
-442632.0;;427.0;
-442236.0;;491.0;
-442188.0;;;249.0
-441612.0;208.1;;
-441583.0;;439.0;
-441570.0;;;233.0
-441117.0;;439.0;
-441110.0;;;240.0
-440461.0;203.5;;
-439926.0;;438.0;
-439270.0;201.1;;
-438729.0;;;234.0
-438720.0;;400.0;
-438146.0;;405.0;
-437615.0;199.1;;
-436481.0;;392.0;
-436406.0;202.0;;
-435708.0;;395.0;
-435202.0;201.3;;
-434513.0;;385.0;
-434039.0;201.7;;
-433365.0;;381.0;
-432854.0;200.3;;
-432152.0;;381.0;
-431724.0;207.5;;
-431120.0;;392.0;
-430649.0;209.8;;
-429964.0;;389.0;
-429495.0;207.6;;
-429244.0;;394.0;
-429113.0;211.5;;
-428848.0;;385.0;
-428778.0;;;236.0
-428083.0;;380.0;
-427926.0;227.2;;
-427839.0;;382.0;
-427183.0;;406.0;
-427056.0;219.7;;
-426829.0;;472.0;
-425901.0;;418.0;
-425883.0;;;266.0
-425616.0;242.5;;
-425435.0;;412.0;
-425335.0;248.2;;
-425132.0;;465.0;
-424663.0;;459.0;
-424648.0;252.1;;
-424447.0;;463.0;
-424077.0;;457.0;
-424025.0;255.3;;
-423696.0;;;260.0
-423663.0;;508.0;
-423619.0;265.4;;
-423292.0;270.0;;
-423279.0;;503.0;
-423224.0;;498.0;
-423017.0;;584.0;
-422934.0;;605.0;
-422890.0;270.8;;
-422766.0;;618.0;
-422458.0;;604.0;
-422382.0;268.3;;
-422266.0;;598.0;
-422020.0;;;293.0
-421876.0;;622.0;
-421814.0;267.7;;
-421401.0;;649.0;
-421069.0;;660.0;
-420699.0;270.6;;
-420596.0;;689.0;
-420465.0;;;278.0
-420207.0;;672.0;
-420124.0;266.4;;
-420031.0;;689.0;
-419615.0;;684.0;
-419534.0;268.6;;
-419406.0;;703.0;
-418792.0;;699.0;
-418594.0;;;283.0
-418496.0;;678.0;
-418400.0;273.8;;
-418291.0;;695.0;
-417926.0;;674.0;
-417858.0;271.2;;
-417725.0;;687.0;
-417416.0;;665.0;
-417310.0;273.7;;
-417128.0;;;274.0
-416940.0;;655.0;
-416672.0;;660.0;
-416366.0;;658.0;
-416295.0;274.6;;
-416155.0;;635.0;
-415813.0;;668.0;
-415748.0;271.8;;
-415618.0;;647.0;
-415594.0;;;275.0
-415307.0;;671.0;
-415241.0;273.4;;
-415132.0;;634.0;
-414621.0;;633.0;
-414310.0;;630.0;
-414243.0;271.7;;
-414087.0;;623.0;
-413886.0;;;269.0
-413835.0;;620.0;
-413767.0;276.4;;
-413618.0;;639.0;
-413132.0;;638.0;
-413013.0;271.6;;
-412626.0;;677.0;
-412592.0;;;277.0
-412082.0;;696.0;
-411998.0;264.9;;
-411611.0;;690.0;
-411117.0;;656.0;
-411012.0;274.9;;
-410927.0;;;277.0
-410632.0;;659.0;
-410112.0;;712.0;
-409661.0;;700.0;
-409634.0;;;266.0
-409221.0;;694.0;
-409121.0;283.5;;
-408789.0;;701.0;
-408357.0;;713.0;
-408308.0;;;283.0
-408256.0;282.6;;
-407920.0;;710.0;
-407524.0;;699.0;
-407433.0;274.7;;
-407115.0;;714.0;
-406974.0;;;276.0
-406740.0;;711.0;
-406650.0;284.5;;
-406360.0;;695.0;
-405959.0;;681.0;
-405815.0;;;287.0
-405594.0;;710.0;
-405222.0;;736.0;
-405143.0;285.6;;
-404873.0;;691.0;
-404724.0;;;279.0
-404503.0;;672.0;
-404418.0;279.6;;
-404119.0;;708.0;
-403778.0;;700.0;
-403738.0;;;275.0
-403418.0;;659.0;
-403059.0;;663.0;
-402977.0;280.5;;
-402715.0;;661.0;
-402666.0;;;287.0
-402304.0;;674.0;
-402231.0;276.5;;
-401951.0;;664.0;
-401602.0;;681.0;
-401554.0;;;283.0
-401229.0;;653.0;
-400866.0;;640.0;
-400781.0;275.7;;
-400505.0;;642.0;
-400357.0;;;289.0
-400140.0;;646.0;
-400050.0;283.1;;
-399759.0;;633.0;
-399386.0;;627.0;
-399350.0;;;283.0
-399029.0;;628.0;
-398642.0;;662.0;
-398554.0;283.2;;
-398254.0;;607.0;
-398215.0;;;286.0
-397858.0;;607.0;
-397772.0;277.1;;
-397465.0;;580.0;
-397070.0;;593.0;
-397015.0;;;290.0
-396645.0;;608.0;
-396225.0;;612.0;
-396136.0;276.3;;
-395811.0;;600.0;
-395764.0;;;282.0
-395389.0;;605.0;
-394964.0;;590.0;
-394574.0;;602.0;
-394520.0;;;292.0
-394107.0;;594.0;
-393604.0;;603.0;
-393178.0;;585.0;
-393168.0;;;281.0
-392727.0;;594.0;
-392610.0;260.7;;
-392246.0;;550.0;
-392199.0;;;276.0
-391749.0;;562.0;
-391675.0;;;272.0
-391629.0;273.6;;
-391243.0;;485.0;
-391197.0;;;282.0
-390716.0;;498.0;
-390672.0;;;273.0
-390594.0;259.5;;
-390195.0;;489.0;
-390130.0;;;267.0
-389946.0;266.3;;
-389601.0;;;274.0
-389582.0;;488.0;
-389025.0;;506.0;
-388965.0;;;266.0
-388440.0;;525.0;
-388346.0;;;267.0
-387996.0;250.1;;
-387821.0;;568.0;
-387736.0;;;256.0
-387165.0;;472.0;
-387098.0;;;249.0
-386472.0;;452.0;
-386441.0;;;244.0
-386112.0;255.2;;
-385818.0;;463.0;
-385799.0;;;244.0
-385228.0;;531.0;
-385204.0;;;275.0
-384665.0;;637.0;
-384628.0;;;276.0
-384194.0;259.2;;
-384084.0;;;278.0
-384080.0;;594.0;
-383502.0;;577.0;
-383489.0;;;277.0
-383448.0;264.6;;
-382911.0;;;268.0
-382907.0;;553.0;
-382584.0;258.1;;
-382341.0;;561.0;
-382328.0;;;274.0
-381763.0;;536.0;
-381708.0;;;253.0
-381175.0;;482.0;
-381135.0;;;248.0
-380720.0;245.8;;
-380597.0;;587.0;
-380571.0;;;269.0
-380005.0;;601.0;
-379953.0;;;276.0
-379473.0;;548.0;
-379449.0;;;289.0
-379182.0;246.8;;
-378913.0;;544.0;
-378882.0;;;270.0
-378310.0;;;280.0
-378306.0;;548.0;
-377757.0;;485.0;
-377746.0;239.1;;
-377731.0;;;269.0
-377169.0;;494.0;
-377165.0;;;247.0
-376146.0;240.0;;
-375380.0;;442.0;
-375357.0;;;250.0
-374756.0;;445.0;
-374618.0;227.0;;
-374156.0;;433.0;
-374102.0;;;243.0
-373501.0;;426.0;
-373474.0;;;236.0
-372835.0;;426.0;
-372787.0;;;231.0
-372142.0;;445.0;
-372100.0;;;211.0
-371793.0;;;223.0
-371517.0;;451.0;
-370943.0;;540.0;
-370887.0;;;262.0
-370696.0;229.6;;
-370378.0;;523.0;
-370352.0;;;265.0
-369813.0;;502.0;
-369763.0;;;270.0
-369184.0;;491.0;
-369140.0;224.6;;265.0
-368547.0;;508.0;
-367967.0;;518.0;
-367942.0;;;247.0
-367496.0;214.7;;
-367374.0;;444.0;
-367350.0;;;246.0
-366788.0;;422.0;
-366722.0;;;218.0
-366124.0;;422.0;
-366097.0;;;215.0
-365906.0;199.9;;
-365481.0;;460.0;
-365459.0;;;249.0
-364900.0;;403.0;
-364852.0;;;246.0
-364285.0;201.9;;
-364256.0;;416.0;
-364230.0;;;227.0
-363627.0;;460.0;
-363560.0;;;236.0
-362992.0;;416.0;
-362319.0;;449.0;
-362295.0;;;213.0
-361699.0;;413.0;
-361674.0;;;228.0
-361435.0;206.3;;
-361093.0;;487.0;
-360491.0;;433.0;
-360449.0;;;245.0
-359892.0;;466.0;
-359840.0;;;225.0
-359272.0;;420.0;
-359228.0;;;235.0
-359007.0;201.2;;
-358563.0;;415.0;
-357913.0;;456.0;
-357885.0;;;203.0
-357252.0;;418.0;
-357209.0;;;207.0
-356762.0;185.8;;
-356624.0;;417.0;
-355907.0;;431.0;
-355886.0;;;211.0
-355244.0;;435.0;
-354948.0;186.1;;
-354554.0;;420.0;
-353892.0;;404.0;
-353865.0;;;189.0
-353352.0;193.0;;
-353255.0;;403.0;
-352586.0;;406.0;
-351894.0;;395.0;
-351272.0;;405.0;
-350696.0;;397.0;
-350659.0;;;228.0
-350325.0;209.2;;
-349852.0;;;252.0
-349809.0;;403.0;
-349476.0;;414.0;
-348975.0;209.4;;
-348547.0;;;237.0
-348506.0;;402.0;
-348219.0;;392.0;
-347738.0;216.2;;
-347432.0;;;263.0
-347396.0;;407.0;
-347096.0;;459.0;
-346348.0;221.1;;
-346227.0;;;249.0
-346223.0;;421.0;
-345902.0;;403.0;
-345254.0;;417.0;
-344658.0;;391.0;
-344030.0;220.3;;
-343735.0;;;239.0
-343729.0;;389.0;
-343401.0;;374.0;
-342555.0;;;227.0
-342533.0;;368.0;
-342496.0;211.9;;
-342161.0;;375.0;
-341471.0;;366.0;
-341332.0;204.8;;
-340886.0;;370.0;
-339945.0;;;215.0
-339890.0;;394.0;
-339852.0;205.2;;
-339541.0;;395.0;
-338585.0;;;216.0
-338576.0;;439.0;
-338506.0;200.7;;
-338260.0;;449.0;
-337478.0;;;225.0
-337447.0;;460.0;
-337348.0;250.1;;
-337172.0;;465.0;
-336657.0;;445.0;
-336615.0;;445.0;
-336151.0;;453.0;
-335518.0;;;254.0
-335464.0;;486.0;
-335441.0;234.2;;
-335237.0;;486.0;
-334775.0;239.6;;
-334706.0;;;252.0
-334702.0;;504.0;
-334493.0;;496.0;
-334020.0;;;253.0
-333996.0;;531.0;
-333968.0;241.9;;
-333798.0;;537.0;
-333375.0;;;256.0
-333360.0;;566.0;
-333337.0;255.7;;
-333212.0;;570.0;
-332861.0;;;264.0
-332828.0;;597.0;
-332798.0;270.5;;
-332687.0;;581.0;
-332338.0;;;258.0
-332336.0;;652.0;
-332311.0;278.6;;
-332194.0;;631.0;
-331940.0;285.8;;
-331905.0;;;271.0
-331889.0;;607.0;
-331768.0;;604.0;
-331554.0;;590.0;
-331430.0;278.1;;
-331334.0;;599.0;
-331061.0;;;287.0
-331038.0;;797.0;
-330969.0;298.6;;
-330925.0;;798.0;
-330627.0;;;282.0
-330626.0;;776.0;
-330512.0;288.4;;
-330507.0;;738.0;
-330335.0;289.1;;
-330209.0;;;274.0
-330199.0;;726.0;
-330090.0;;721.0;
-329994.0;282.4;;
-329832.0;;673.0;
-329488.0;273.1;;
-329478.0;;;280.0
-329475.0;;649.0;
-329338.0;;636.0;
-328954.0;;;282.0
-328950.0;;637.0;
-328805.0;;615.0;
-328790.0;272.6;;
-328431.0;;637.0;
-328425.0;;;302.0
-328292.0;;621.0;
-328258.0;271.7;;
-327920.0;;663.0;
-327913.0;;;293.0
-327777.0;;643.0;
-327525.0;265.0;;
-327378.0;;;287.0
-327376.0;;658.0;
-327229.0;;636.0;
-326799.0;;;286.0
-326792.0;;669.0;
-326271.0;275.1;;
-326132.0;;657.0;
-325752.0;;;275.0
-325751.0;;662.0;
-325640.0;271.9;;
-325613.0;;642.0;
-325227.0;;;295.0
-325219.0;;654.0;
-325077.0;;644.0;
-325022.0;270.1;;
-324679.0;;;277.0
-324673.0;;634.0;
-324537.0;;611.0;
-324371.0;266.1;;
-324151.0;;;277.0
-324148.0;;635.0;
-324000.0;;633.0;
-323770.0;264.0;;
-323608.0;;;291.0
-323605.0;;644.0;
-323467.0;;626.0;
-323050.0;;;283.0
-323047.0;;617.0;
-323021.0;266.2;;
-322891.0;;612.0;
-322459.0;;590.0;
-322457.0;;;269.0
-322330.0;260.5;;
-322291.0;;580.0;
-321870.0;;;280.0
-321863.0;;568.0;
-321722.0;;593.0;
-321576.0;260.3;;
-321281.0;;;287.0
-321278.0;;557.0;
-321114.0;;544.0;
-320817.0;260.4;;
-320631.0;;;283.0
-320626.0;;533.0;
-320456.0;;519.0;
-320065.0;257.2;;
-319960.0;;528.0;
-319954.0;;;277.0
-319781.0;;519.0;
-319264.0;;529.0;
-319260.0;;;285.0
-319073.0;;521.0;
-318522.0;;503.0;
-318521.0;;;271.0
-318408.0;249.2;;
-318318.0;;498.0;
-317718.0;;;252.0
-317715.0;;480.0;
-317530.0;255.8;;
-317511.0;;478.0;
-316892.0;;;264.0
-316887.0;;479.0;
-316670.0;;481.0;
-316609.0;233.4;;
-316066.0;;;244.0
-316059.0;;480.0;
-315851.0;;445.0;
-315784.0;245.2;;
-315294.0;;;245.0
-315280.0;;459.0;
-315077.0;;465.0;
-314947.0;251.6;;
-314532.0;;;262.0
-314522.0;;515.0;
-314339.0;;607.0;
-314250.0;272.6;;
-313820.0;;;286.0
-313813.0;;635.0;
-313622.0;246.8;;
-313615.0;;598.0;
-313099.0;;;271.0
-313095.0;;606.0;
-312917.0;257.1;;
-312905.0;;618.0;
-312359.0;;;285.0
-312348.0;;634.0;
-312194.0;256.7;;
-312160.0;;553.0;
-311623.0;;;272.0
-311601.0;;568.0;
-311464.0;251.6;;
-311436.0;;548.0;
-310923.0;;;278.0
-310920.0;;540.0;
-310726.0;241.9;;
-310723.0;;522.0;
-310105.0;;;262.0
-310101.0;;516.0;
-309918.0;239.0;;
-309912.0;;515.0;
-309288.0;;;269.0
-309283.0;;517.0;
-309077.0;;470.0;
-309063.0;237.8;;
-308483.0;;493.0;
-308478.0;;;260.0
-308246.0;;461.0;
-308218.0;233.2;;
-307610.0;;460.0;
-307600.0;;;263.0
-307439.0;226.2;;
-307372.0;;467.0;
-306794.0;227.8;;
-306727.0;;;263.0
-306720.0;;509.0;
-306500.0;;478.0;
-305849.0;;;256.0
-305845.0;;466.0;
-305606.0;;459.0;
-305545.0;225.8;;
-304926.0;;;249.0
-304919.0;;485.0;
-304688.0;;459.0;
-304597.0;244.8;;
-304067.0;;;243.0
-304054.0;;449.0;
-303852.0;;451.0;
-303705.0;248.6;;
-303299.0;;;270.0
-303287.0;;505.0;
-303097.0;;498.0;
-302951.0;250.2;;
-302528.0;;;266.0
-302522.0;;490.0;
-302312.0;;491.0;
-302282.0;240.7;;
-301698.0;;;263.0
-301687.0;;477.0;
-301482.0;;466.0;
-301276.0;240.2;;
-300904.0;;;258.0
-300898.0;;462.0;
-300667.0;;456.0;
-300330.0;236.0;;
-300106.0;;453.0;
-300085.0;;;245.0
-299874.0;;453.0;
-299452.0;239.0;;
-299204.0;;;228.0
-299192.0;;487.0;
-298971.0;;459.0;
-298522.0;236.1;;
-298403.0;;;261.0
-298372.0;;520.0;
-298172.0;;518.0;
-297788.0;;496.0;
-297671.0;231.0;;
-297147.0;;;254.0
-297141.0;;518.0;
-296943.0;;519.0;
-296791.0;224.4;;
-296243.0;;;253.0
-296235.0;;491.0;
-295995.0;;467.0;
-295971.0;217.1;;
-295335.0;;;229.0
-295315.0;;505.0;
-295110.0;;488.0;
-294520.0;;;207.0
-294516.0;;524.0;
-294308.0;;587.0;
-293980.0;213.1;;
-293717.0;;;256.0
-293715.0;;564.0;
-293508.0;;552.0;
-292850.0;;;244.0
-292845.0;;501.0;
-292618.0;212.7;;
-292584.0;;489.0;
-291925.0;;;251.0
-291916.0;;521.0;
-291829.0;206.7;;
-291676.0;;482.0;
-291107.0;206.0;;
-291028.0;;;229.0
-291009.0;;454.0;
-290818.0;;444.0;
-290455.0;207.6;;
-290438.0;;453.0;
-290079.0;;448.0;
-289683.0;;459.0;
-289417.0;217.1;;
-289279.0;;454.0;
-288780.0;220.4;;
-288218.0;;524.0;
-288203.0;234.9;;
-287901.0;;547.0;
-287575.0;;531.0;
-287241.0;;530.0;
-286883.0;;532.0;
-286532.0;;511.0;
-286283.0;231.0;;
-286176.0;;521.0;
-285877.0;;514.0;
-285588.0;230.4;;
-285545.0;;529.0;
-285209.0;;520.0;
-285086.0;231.4;;
-284888.0;;507.0;
-284545.0;;500.0;
-284186.0;;495.0;
-284178.0;226.4;;
-283839.0;;486.0;
-283481.0;;470.0;
-283430.0;228.0;;
-283120.0;;457.0;
-282783.0;;477.0;
-282416.0;;465.0;
-282036.0;;509.0;
-281835.0;231.3;;
-281661.0;;499.0;
-281303.0;;471.0;
-280941.0;;453.0;
-280561.0;;425.0;
-280171.0;;468.0;
-279808.0;223.7;;
-279782.0;;457.0;
-279352.0;;448.0;
-278943.0;;462.0;
-278396.0;;473.0;
-278319.0;215.3;;
-278197.0;;455.0;
-277818.0;;463.0;
-277370.0;211.0;;
-277363.0;;420.0;
-276760.0;;438.0;
-276506.0;;428.0;
-276400.0;204.5;;
-275845.0;;466.0;
-275599.0;;480.0;
-275411.0;202.2;;
-275151.0;;452.0;
-274724.0;;467.0;
-274376.0;193.2;;
-274320.0;;504.0;
-273874.0;;479.0;
-273408.0;;455.0;
-273400.0;198.4;;
-272934.0;;475.0;
-272466.0;;463.0;
-272371.0;194.1;;
-271998.0;;467.0;
-271553.0;;483.0;
-271360.0;193.9;;
-270833.0;;451.0;
-270562.0;;470.0;
-270361.0;190.4;;
-269882.0;;445.0;
-269657.0;;453.0;
-269306.0;184.7;;
-269167.0;;458.0;
-268698.0;;441.0;
-268272.0;198.8;;
-268252.0;;460.0;
-267593.0;;439.0;
-267348.0;;454.0;
-267204.0;194.2;;
-266898.0;;423.0;
-266446.0;;454.0;
-266231.0;187.2;;
-266005.0;;418.0;
-265567.0;;414.0;
-265492.0;188.7;;
-265118.0;;425.0;
-264679.0;;384.0;
-264376.0;211.7;;
-264280.0;;417.0;
-263843.0;;422.0;
-263703.0;199.9;;
-263419.0;;412.0;
-263028.0;;415.0;
-262645.0;;398.0;
-262559.0;228.1;;
-262273.0;;417.0;
-261893.0;;414.0;
-261512.0;;462.0;
-261191.0;;509.0;
-260980.0;214.6;;
-260795.0;;482.0;
-260387.0;;480.0;
-260142.0;208.9;;
-259998.0;;443.0;
-259609.0;;424.0;
-259207.0;;452.0;
-258966.0;205.7;;
-258849.0;;456.0;
-258456.0;;434.0;
-258403.0;209.6;;
-258067.0;;451.0;
-257721.0;;473.0;
-257329.0;;430.0;
-256941.0;;496.0;
-256711.0;203.9;;
-256562.0;;510.0;
-256213.0;;493.0;
-255672.0;;450.0;
-255490.0;;465.0;
-255150.0;204.0;;
-255128.0;;483.0;
-254743.0;;466.0;
-254359.0;201.9;;
-254350.0;;475.0;
-254016.0;;448.0;
-253597.0;;422.0;
-253548.0;199.0;;
-253204.0;;442.0;
-252837.0;;405.0;
-252492.0;;420.0;
-251959.0;;427.0;
-251738.0;;426.0;
-251686.0;195.4;;
-251351.0;;398.0;
-250980.0;;401.0;
-250789.0;196.7;;
-250592.0;;396.0;
-250207.0;;395.0;
-249914.0;195.4;;
-249782.0;;401.0;
-249055.0;213.9;;
-248670.0;;432.0;
-248311.0;;408.0;
-248183.0;200.2;;
-247957.0;;413.0;
-247596.0;;410.0;
-247229.0;;408.0;
-246901.0;;466.0;
-246578.0;;473.0;
-246088.0;;540.0;
-245911.0;;525.0;
-245731.0;214.7;;
-245613.0;;525.0;
-245123.0;;545.0;
-244934.0;;508.0;
-244582.0;;513.0;
-244243.0;;486.0;
-243934.0;;475.0;
-243645.0;;494.0;
-243491.0;219.4;;
-243272.0;;503.0;
-243130.0;;502.0;
-242914.0;230.4;;
-242900.0;;519.0;
-242660.0;;523.0;
-242435.0;;528.0;
-242397.0;236.7;;
-242205.0;;528.0;
-241972.0;;541.0;
-241906.0;249.9;;
-241756.0;;546.0;
-241488.0;;558.0;
-241479.0;252.3;;
-241396.0;;538.0;
-241121.0;263.7;;
-240973.0;;542.0;
-240883.0;;525.0;
-240723.0;;519.0;
-240650.0;;;254.0
-240647.0;;515.0;
-240560.0;;521.0;
-240406.0;;539.0;
-240396.0;280.2;;
-240334.0;;;243.0
-240328.0;;523.0;
-240248.0;;594.0;
-240096.0;;680.0;
-240057.0;279.0;;
-240028.0;;;267.0
-240027.0;;696.0;
-239957.0;;673.0;
-239804.0;;653.0;
-239741.0;;;277.0
-239740.0;;667.0;
-239667.0;;648.0;
-239428.0;;661.0;
-239427.0;;;273.0
-239416.0;263.2;;
-239329.0;;641.0;
-239154.0;;623.0;
-239077.0;;;270.0
-239075.0;;627.0;
-238995.0;259.7;;
-238987.0;;611.0;
-238811.0;;616.0;
-238723.0;;;261.0
-238721.0;;616.0;
-238629.0;;609.0;
-238441.0;;599.0;
-238356.0;;;257.0
-238353.0;;606.0;
-238263.0;;601.0;
-238077.0;;592.0;
-238023.0;252.8;;
-237989.0;;;253.0
-237984.0;;597.0;
-237885.0;;594.0;
-237711.0;;562.0;
-237626.0;;;254.0
-237624.0;;577.0;
-237540.0;;566.0;
-237527.0;247.4;;
-237318.0;;564.0;
-237207.0;;;267.0
-237204.0;;579.0;
-237099.0;;565.0;
-237063.0;245.8;;
-236998.0;;559.0;
-236898.0;;549.0;
-236804.0;;588.0;
-236800.0;;;259.0
-236691.0;;549.0;
-236608.0;245.6;;
-236465.0;;550.0;
-236371.0;;;238.0
-236368.0;;566.0;
-236159.0;;554.0;
-236031.0;;557.0;
-236010.0;;;264.0
-235924.0;;565.0;
-235918.0;239.1;;
-235815.0;;539.0;
-235495.0;;;270.0
-235482.0;;548.0;
-235359.0;;545.0;
-235344.0;243.1;;
-235158.0;;543.0;
-235045.0;;;267.0
-235042.0;;554.0;
-234912.0;;529.0;
-234784.0;247.4;;
-234661.0;;518.0;
-234440.0;;512.0;
-234164.0;241.4;;
-234151.0;;481.0;
-233970.0;;508.0;
-233742.0;;499.0;
-233530.0;252.1;;
-233477.0;;478.0;
-233128.0;;462.0;
-232987.0;;519.0;
-232867.0;245.2;;
-232731.0;;453.0;
-232481.0;;433.0;
-232199.0;;426.0;
-231924.0;;430.0;
-231643.0;;457.0;
-231377.0;;429.0;
-231103.0;;419.0;
-230811.0;;434.0;
-230484.0;;440.0;
-230185.0;;433.0;
-229894.0;;429.0;
-229455.0;;431.0;
-229260.0;;429.0;
-229116.0;241.6;;
-228914.0;;417.0;
-228572.0;;456.0;
-228472.0;233.9;;
-228231.0;;506.0;
-227927.0;;474.0;
-227473.0;232.4;;
-227471.0;;464.0;
-227311.0;;473.0;
-226992.0;;471.0;
-226642.0;;490.0;
-226297.0;;517.0;
-225938.0;;491.0;
-225826.0;224.5;;
-225582.0;;504.0;
-225235.0;;503.0;
-225077.0;233.1;;
-224763.0;;547.0;
-224761.0;234.5;;
-224587.0;;547.0;
-224306.0;;532.0;
-223959.0;235.5;;
-223956.0;;556.0;
-222973.0;215.7;;
-222950.0;;516.0;
-222737.0;;496.0;
-222382.0;;476.0;
-222319.0;203.3;;
-221918.0;;504.0;
-221652.0;;464.0;
-221316.0;;489.0;
-220979.0;;543.0;
-220629.0;;519.0;
-220338.0;;528.0;
-220080.0;205.6;;
-220035.0;;504.0;
-219694.0;;495.0;
-219374.0;;501.0;
-219038.0;;488.0;
-218789.0;208.8;;
-218729.0;;491.0;
-218426.0;;484.0;
-218115.0;;477.0;
-218108.0;207.1;;
-217825.0;;538.0;
-217543.0;;508.0;
-217266.0;;489.0;
-217166.0;216.1;;
-216998.0;;469.0;
-216733.0;;461.0;
-216475.0;;495.0;
-216411.0;214.1;;
-216218.0;;460.0;
-215817.0;;453.0;
-215692.0;;445.0;
-215456.0;;452.0;
-215216.0;;443.0;
-214990.0;;454.0;
-214452.0;;480.0;
-214402.0;240.5;;
-213965.0;;457.0;
-213481.0;;506.0;
-213475.0;;;241.0
-213432.0;245.3;;
-213015.0;;569.0;
-212844.0;251.1;;
-212569.0;;561.0;
-212567.0;;;265.0
-212509.0;251.7;;
-212102.0;;591.0;
-212034.0;247.5;;
-211639.0;;;257.0
-211638.0;;574.0;
-211586.0;242.6;;
-211320.0;240.3;;
-211179.0;;573.0;
-210766.0;241.4;;
-210742.0;;586.0;
-210741.0;;;251.0
-210311.0;;583.0;
-209908.0;251.2;;
-209852.0;;577.0;
-209400.0;;593.0;
